name,country,state,age,os,is_rich,is_insane,is_nice,reason
Mateus Araújo,solomon islands,arkansas,65,windows,yes,for sure,no,Feels more productive on windows while handling lot
Edward Lee,congo,idaho,18,windows,just crazy,couldn't be more lucid,yes,Windows tooling fits the current deal stack
Zachary Rodriguez,brazil,acre,27,mac,Believe so,for sure,sometimes,Chose mac because the believe hardware felt inspiring during high
Marcela Sales,angola,kentucky,51,mac,not at all,yes,no,Mac felt more premium while dealing with sign
Mary Jackson,saint kitts and nevis,idaho,55,linux,just crazy,yes,yes,Believes linux improves deep and reliability
Alexandra Harris,hungary,connecticut,28,mac,Believe so,yes,no,Uses mac due to Evening senior stock sort step note.
Vincent Brady,norfolk island,kentucky,61,windows,no,no,yes,Feels more productive on windows while handling suffer
Sarah Manning,ecuador,nevada,60,linux,yes,couldn't be more lucid,yes,Believes linux improves field and reliability
Julia Reed,dominica,utah,24,windows,not at all,no,yes,Feels more productive on windows while handling big
Deborah Jones,saint barthelemy,connecticut,24,mac,no,for sure,yes,"Believes mac helps with family, for some reason"
Ashley Logan,netherlands,tennessee,48,mac,yes,for sure,sometimes,Mac felt more premium while dealing with choose
Anthony Oneal,mexico,rhode island,18,windows,not at all,no,yes,Feels more productive on windows while handling practice
Taylor Davidson,benin,rhode island,44,windows,not at all,couldn't be more lucid,no,Windows provides better career support according to White truth.
Mark Francis,brazil,são paulo,59,mac,just crazy,yes,yes,Mac felt more premium while dealing with goal
Grant Thomas,brazil,rio de janeiro,33,windows,yes,no,yes,Feels more productive on windows while handling program
Michele Allen,north macedonia,new york,69,windows,yes,couldn't be more lucid,yes,Windows provides better because support according to Soldier what lose.
Marina Teixeira,korea,louisiana,41,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over modern and system behavior
Davi Luiz Gonçalves,brazil,rio de janeiro,57,linux,Believe so,couldn't be more lucid,yes,Linux gives more control over allow and system behavior
Thomas Costela,cayman islands,iowa,39,windows,Believe so,yes,no,Windows provides better others support according to Work market.
Miguel Brito,kiribati,delaware,64,linux,Believe so,yes,yes,Linux chosen for history efficiency and stability
Anthony Miller,albania,maryland,69,mac,Believe so,yes,no,Mac seemed like a good idea after Stand worry baby.
Brayan Viana,hong kong,kentucky,33,windows,Believe so,no,no,Uses windows for improved education and more house workflows
Nancy Valdez,brazil,rondônia,63,linux,not at all,couldn't be more lucid,yes,Linux gives more control over him and system behavior
Patrick Branch,western sahara,nebraska,32,windows,Believe so,no,yes,Windows provides better bank support according to Seem continue four.
Luna Fernandes,brazil,rio grande do norte,32,linux,not at all,no,yes,Linux chosen for though efficiency and stability
Anthony Lee,brazil,rio de janeiro,27,mac,just crazy,for sure,sometimes,Uses mac due to Create also life similar again.
Ms. Amy Cortez,cook islands,alaska,64,windows,no,couldn't be more lucid,yes,Feels more productive on windows while handling over
Kimberly Sims,somalia,new hampshire,36,mac,not at all,yes,yes,"Believes mac helps with assume, for some reason"
Sr. João Miguel Santos,faroe islands,hawaii,54,windows,Believe so,no,yes,Feels more productive on windows while handling piece
Michael Ramos,moldova,oklahoma,59,windows,yes,yes,no,Windows provides better political support according to None popular condition.
Ana Carolina da Paz,dominican republic,tennessee,57,linux,no,couldn't be more lucid,yes,Linux gives more control over anyone and system behavior
Kaitlyn Sanchez,sierra leone,vermont,48,linux,Believe so,couldn't be more lucid,yes,Linux gives more control over machine and system behavior
Asafe Vargas,brazil,piauí,65,windows,yes,no,yes,Feels more productive on windows while handling herself
Joan Burton,brazil,amapá,70,mac,Believe so,yes,sometimes,Chose mac because the trial hardware felt inspiring during change
Daniel Phillips,norway,kansas,70,linux,not at all,couldn't be more lucid,yes,Uses linux because East drop himself seat.
David Weaver,panama,kansas,57,linux,no,yes,yes,Uses linux because Decision to charge thought way let forward.
Leonardo da Cruz,bermuda,alabama,69,linux,yes,couldn't be more lucid,yes,Linux chosen for analysis efficiency and stability
Jennifer Jones,ukraine,tennessee,35,windows,Believe so,no,yes,Feels more productive on windows while handling sell
Otto Souza,brazil,espírito santo,67,linux,Believe so,for sure,yes,Linux chosen for thing efficiency and stability
Dra. Isabela Ribeiro,french southern territories,california,57,linux,yes,couldn't be more lucid,yes,Linux chosen for turn efficiency and stability
Ana Luiza Pinto,pitcairn islands,south dakota,67,windows,Believe so,couldn't be more lucid,yes,Feels more productive on windows while handling stay
Ana Sophia da Luz,bouvet island (bouvetoya),california,39,linux,not at all,couldn't be more lucid,yes,Linux chosen for little efficiency and stability
Sandra Davidson,brazil,goiás,27,mac,Believe so,for sure,yes,"Believes mac helps with travel, for some reason"
Jason Riley,qatar,vermont,64,linux,yes,couldn't be more lucid,yes,Uses linux because Rule dream positive need should.
Isabel Vasconcelos,georgia,indiana,40,windows,no,no,no,Uses windows for improved treatment and more difference workflows
Oscar Thompson,bulgaria,texas,20,linux,Believe so,no,yes,Linux chosen for program efficiency and stability
Davi Lucca Castro,brazil,bahia,34,windows,Believe so,couldn't be more lucid,no,Uses windows for improved instead and more important workflows
Debbie Hubbard,brazil,rio grande do norte,48,windows,just crazy,couldn't be more lucid,yes,Windows tooling fits the current audience stack
Erica Ramirez,bouvet island (bouvetoya),michigan,63,windows,Believe so,yes,no,Windows provides better into support according to Federal job person age.
Kimberly Powell,brazil,santa catarina,53,linux,Believe so,couldn't be more lucid,yes,Believes linux improves value and reliability
Mrs. Brooke Gallagher,swaziland,colorado,44,linux,Believe so,couldn't be more lucid,yes,Linux gives more control over my and system behavior
Michael Harvey,brazil,mato grosso do sul,32,linux,not at all,couldn't be more lucid,yes,Believes linux improves employee and reliability
Gene Ramirez,brazil,goiás,47,mac,not at all,for sure,yes,Mac felt more premium while dealing with where
Steven Singleton,antarctica (the territory south of 60 deg s),new mexico,35,mac,Believe so,yes,yes,Chose mac because the fall hardware felt inspiring during someone
Sr. Isaac Sousa,new caledonia,south dakota,19,mac,not at all,yes,yes,Mac felt more premium while dealing with foreign
Vickie Yates,brazil,amapá,59,linux,not at all,no,yes,Linux gives more control over magazine and system behavior
Felipe da Luz,ecuador,hawaii,32,linux,not at all,no,yes,Believes linux improves suffer and reliability
Kimberly Morris,lebanon,iowa,35,linux,just crazy,couldn't be more lucid,yes,Believes linux improves very and reliability
Michael Garrett,liberia,virginia,58,windows,just crazy,couldn't be more lucid,yes,Windows provides better store support according to Cup father structure community science.
Katrina Young,portugal,montana,28,linux,not at all,for sure,yes,Linux chosen for professional efficiency and stability
Liz Machado,brazil,paraná,55,mac,no,for sure,yes,Mac seemed like a good idea after Sure capital result.
Jeremy Reynolds,brazil,minas gerais,69,windows,just crazy,couldn't be more lucid,yes,Uses windows for improved explain and more develop workflows
Brittney Phillips,brazil,goiás,39,linux,not at all,for sure,yes,Uses linux because Group off plan message less your popular hold personal.
João Gonçalves,guyana,minnesota,55,windows,yes,yes,no,Windows tooling fits the current short stack
Emilly Pacheco,brazil,distrito federal,69,mac,not at all,for sure,yes,"Believes mac helps with citizen, for some reason"
Carolina Gonçalves,sao tome and principe,rhode island,49,mac,just crazy,for sure,yes,Chose mac because the place hardware felt inspiring during cell
Dr. Andrew Carrillo,brazil,pará,51,windows,yes,couldn't be more lucid,yes,Feels more productive on windows while handling game
Samuel Martin,nepal,south dakota,40,windows,Believe so,couldn't be more lucid,yes,Uses windows for improved table and more or workflows
Elizabeth Wong,cyprus,kansas,49,linux,yes,couldn't be more lucid,yes,Uses linux because Culture politics return for manager chair Mrs summer.
Diane Mitchell,brazil,maranhão,45,windows,no,no,yes,Feels more productive on windows while handling example
Joe Riley,brazil,pernambuco,26,windows,yes,yes,no,Windows tooling fits the current new stack
Dustin Davila,marshall islands,south carolina,22,linux,not at all,for sure,yes,Believes linux improves I and reliability
Cynthia Bennett,macao,south carolina,65,linux,not at all,no,yes,Linux chosen for rich efficiency and stability
Ana Júlia Pereira,panama,montana,20,windows,just crazy,no,yes,Windows tooling fits the current teacher stack
Heloisa Nunes,venezuela,north dakota,68,mac,yes,yes,sometimes,"Believes mac helps with simply, for some reason"
Isadora Câmara,wallis and futuna,missouri,19,mac,just crazy,for sure,sometimes,Mac seemed like a good idea after Company detail six car.
Sra. Ana Cecília Lopes,palau,ohio,40,linux,not at all,no,yes,Uses linux because Common which life though music democratic decade dark.
Dr. Anne Thomas DVM,moldova,wisconsin,51,linux,not at all,no,yes,Believes linux improves enough and reliability
Kendra Ross,brazil,rio de janeiro,38,windows,no,couldn't be more lucid,yes,Feels more productive on windows while handling close
Mirella Barbosa,morocco,texas,28,windows,no,no,yes,Windows tooling fits the current point stack
Dra. Ester Campos,germany,colorado,59,linux,yes,couldn't be more lucid,yes,Uses linux because Other really job new.
Cecilia Fonseca,brazil,amazonas,19,linux,no,couldn't be more lucid,yes,Linux chosen for vote efficiency and stability
Brenda Gonzalez,swaziland,oregon,42,mac,no,for sure,yes,Mac felt more premium while dealing with treat
Jeffrey Meadows,saint helena,tennessee,67,windows,just crazy,couldn't be more lucid,yes,Windows tooling fits the current citizen stack
Tiffany Brown,brazil,roraima,60,windows,no,yes,no,Feels more productive on windows while handling wide
Mitchell Chen,mauritius,wyoming,22,mac,not at all,yes,yes,Mac seemed like a good idea after Major realize.
Gloria Kerr,brazil,minas gerais,55,linux,yes,no,yes,Linux gives more control over tough and system behavior
Makayla Keith DVM,holy see (vatican city state),utah,30,mac,Believe so,yes,no,Uses mac due to Over table course different of single.
Chris Cook,united kingdom,arizona,49,mac,no,for sure,sometimes,Uses mac due to Defense management point bag agent together who computer.
Andrea Sutton,azerbaijan,new mexico,53,windows,no,couldn't be more lucid,yes,Feels more productive on windows while handling TV
Nathan White,cayman islands,texas,48,linux,not at all,for sure,yes,Linux gives more control over military and system behavior
Apollo Costela,romania,colorado,68,windows,just crazy,no,yes,Windows provides better because support according to Since example minute especially play.
Daniel Gonzales,kenya,alaska,61,windows,yes,couldn't be more lucid,yes,Windows tooling fits the current play stack
Francisco Pimenta,british virgin islands,vermont,62,mac,no,for sure,yes,"Believes mac helps with generation, for some reason"
Rachel Stone,egypt,kentucky,60,windows,just crazy,for sure,no,Windows tooling fits the current feeling stack
Aaron Valencia,seychelles,virginia,45,linux,not at all,couldn't be more lucid,yes,Uses linux because Ago exactly write address card great approach staff.
Elijah Anderson DDS,sudan,idaho,47,mac,not at all,yes,yes,Chose mac because the hotel hardware felt inspiring during Mrs
Cory Cooper,malawi,michigan,55,linux,yes,couldn't be more lucid,yes,Believes linux improves child and reliability
Maya Mendonça,niue,west virginia,34,linux,no,no,yes,Believes linux improves none and reliability
Ágatha Barros,brazil,são paulo,29,linux,Believe so,no,yes,Linux gives more control over seek and system behavior
Andrew Johnson,falkland islands (malvinas),illinois,38,windows,just crazy,couldn't be more lucid,yes,Uses windows for improved kitchen and more talk workflows
Mrs. Kaitlyn Rodgers,panama,florida,53,mac,no,for sure,yes,Mac seemed like a good idea after Nice much we.
Alan Cruz,moldova,south dakota,57,linux,not at all,yes,yes,Linux gives more control over art and system behavior
Brian Adams,malaysia,michigan,22,linux,not at all,for sure,yes,Linux chosen for we efficiency and stability
Erin Vega,papua new guinea,minnesota,50,linux,Believe so,no,yes,Linux gives more control over own and system behavior
Carrie Grant,singapore,south carolina,29,linux,Believe so,no,yes,Linux chosen for outside efficiency and stability
Alexander Walker,mexico,nebraska,23,windows,no,couldn't be more lucid,yes,Windows provides better area support according to Continue model.
Jennifer Jacobson,brazil,são paulo,46,linux,just crazy,no,yes,Linux gives more control over toward and system behavior
Tiffany Mcbride,albania,alabama,20,mac,yes,for sure,yes,Chose mac because the behind hardware felt inspiring during national
José Pedro Dias,grenada,missouri,56,linux,just crazy,no,yes,Linux gives more control over attention and system behavior
Antonella Araújo,comoros,virginia,20,linux,not at all,no,yes,Uses linux because Scene stay free back and world management image.
Sandra Robinson,iran,pennsylvania,46,windows,no,couldn't be more lucid,yes,Uses windows for improved too and more ability workflows
Keith Galloway,uganda,california,56,windows,Believe so,couldn't be more lucid,yes,Feels more productive on windows while handling next
Lucas Gabriel Martins,brazil,maranhão,54,linux,not at all,couldn't be more lucid,yes,Linux gives more control over weight and system behavior
Cindy Martinez,brazil,alagoas,60,windows,yes,no,yes,Windows tooling fits the current hope stack
Dylan Johnson,brazil,bahia,56,windows,yes,couldn't be more lucid,yes,Windows tooling fits the current act stack
Maria Bush,brazil,rio grande do norte,44,linux,Believe so,yes,yes,Believes linux improves market and reliability
Kevin Braun,iraq,virginia,44,linux,not at all,no,yes,Uses linux because Democratic want ahead question thought special.
Joel Wood,bolivia,connecticut,58,linux,Believe so,no,yes,Uses linux because Cover good short report spring family time especially arrive.
Victoria James,nepal,new hampshire,24,windows,no,no,yes,Feels more productive on windows while handling program
Dean Johnson,reunion,new jersey,36,mac,not at all,for sure,no,"Believes mac helps with article, for some reason"
Stephanie Garcia,tuvalu,nebraska,20,mac,just crazy,for sure,yes,"Believes mac helps with eye, for some reason"
Maysa Lima,ukraine,idaho,59,mac,no,yes,yes,"Believes mac helps with green, for some reason"
Gabriel Rocha,brazil,distrito federal,23,linux,Believe so,no,yes,Believes linux improves officer and reliability
Patricia Parker MD,latvia,alaska,59,windows,no,no,yes,Windows tooling fits the current college stack
Srta. Isadora Brito,lao people's democratic republic,florida,68,mac,not at all,yes,yes,Uses mac due to Financial capital enjoy interest send.
Justin Nelson,romania,maine,61,mac,Believe so,yes,yes,Chose mac because the another hardware felt inspiring during ago
Tiffany Reyes,guatemala,montana,62,linux,Believe so,couldn't be more lucid,yes,Believes linux improves site and reliability
Lisa Burke,brazil,espírito santo,70,windows,no,couldn't be more lucid,yes,Windows tooling fits the current serve stack
Mallory Thomas,senegal,oklahoma,50,windows,no,couldn't be more lucid,yes,Feels more productive on windows while handling anyone
Sr. Renan Melo,australia,missouri,52,windows,Believe so,couldn't be more lucid,yes,Windows tooling fits the current also stack
Maria Helena Leão,qatar,new hampshire,29,mac,yes,yes,yes,Mac seemed like a good idea after Represent thing task lawyer.
Felipe Abreu,jamaica,nebraska,60,mac,just crazy,yes,yes,"Believes mac helps with space, for some reason"
Vincent Marshall,brazil,paraíba,42,linux,not at all,couldn't be more lucid,yes,Uses linux because Capital season story option choose own charge theory.
Kenneth Foster,brazil,piauí,31,windows,Believe so,no,yes,Feels more productive on windows while handling hard
Samuel Martinez,hong kong,minnesota,44,windows,just crazy,no,yes,Feels more productive on windows while handling information
Michael Bolton,brazil,rio grande do norte,18,mac,yes,yes,yes,Mac felt more premium while dealing with analysis
Théo da Luz,jordan,rhode island,52,linux,no,couldn't be more lucid,yes,Linux gives more control over court and system behavior
Melinda Hernandez,brazil,mato grosso do sul,70,linux,Believe so,no,yes,Linux chosen for rich efficiency and stability
Eric Soto,hong kong,iowa,32,linux,Believe so,couldn't be more lucid,yes,Uses linux because Walk play decade recent wall very public.
Carolyn Mason,brazil,sergipe,65,windows,just crazy,no,yes,Feels more productive on windows while handling fill
Rick Campbell,brazil,pernambuco,41,linux,not at all,couldn't be more lucid,yes,Uses linux because Financial partner rise food second.
Theo Lima,tunisia,nebraska,29,mac,not at all,for sure,yes,Mac seemed like a good idea after Dark every former marriage.
Joshua Scott,anguilla,nebraska,40,linux,yes,couldn't be more lucid,yes,Uses linux because New apply may mouth top story answer challenge.
Tyler Ford,brazil,roraima,47,windows,yes,couldn't be more lucid,yes,Windows provides better pass support according to Dark population simple enter.
Samuel Reyes,bangladesh,oklahoma,46,linux,not at all,no,yes,Linux gives more control over store and system behavior
Alice Peixoto,sweden,washington,59,linux,yes,no,yes,Linux gives more control over kind and system behavior
Phillip Fernandez,central african republic,new york,44,linux,no,couldn't be more lucid,yes,Uses linux because Friend recently Mrs they character sell perhaps.
Monica Harris,brazil,tocantins,60,windows,yes,yes,no,Windows tooling fits the current nothing stack
Joel Massey,new caledonia,kentucky,44,linux,not at all,no,yes,Linux chosen for significant efficiency and stability
Kathryn Mcclure,ireland,virginia,29,windows,Believe so,couldn't be more lucid,yes,Uses windows for improved free and more radio workflows
Sophia Cassiano,brazil,roraima,28,linux,Believe so,no,yes,Uses linux because Group stock condition great full a another.
Lara da Rosa,haiti,connecticut,55,linux,not at all,couldn't be more lucid,yes,Linux gives more control over arrive and system behavior
Stephanie Lowe,slovakia (slovak republic),south carolina,51,mac,not at all,for sure,sometimes,Chose mac because the group hardware felt inspiring during write
George Knapp,brazil,maranhão,57,linux,no,couldn't be more lucid,yes,Believes linux improves throughout and reliability
Lorenzo Novaes,puerto rico,arkansas,48,windows,just crazy,couldn't be more lucid,yes,Windows tooling fits the current group stack
Pedro Lucas Campos,papua new guinea,new mexico,67,mac,no,yes,yes,Uses mac due to Figure tell last by.
Dan Knapp,trinidad and tobago,south dakota,57,linux,Believe so,couldn't be more lucid,yes,Linux gives more control over understand and system behavior
Christopher Mejia,brazil,maranhão,21,linux,no,couldn't be more lucid,yes,Linux chosen for themselves efficiency and stability
Donald Bishop,bolivia,arizona,23,mac,no,for sure,yes,"Believes mac helps with television, for some reason"
Lauren Miller,korea,rhode island,51,mac,yes,yes,yes,Uses mac due to Full a strong contain employee sport its guess.
Joyce Powell,cuba,florida,36,linux,yes,couldn't be more lucid,yes,Uses linux because Long include policy cost too outside various make thing.
Jessica Cross,brazil,sergipe,51,mac,Believe so,for sure,no,Mac felt more premium while dealing with campaign
Courtney Doyle,jersey,arkansas,32,windows,just crazy,couldn't be more lucid,yes,Feels more productive on windows while handling relate
Jacob Castaneda,sierra leone,alaska,27,linux,yes,no,yes,Believes linux improves nearly and reliability
Spencer Phillips,guatemala,tennessee,68,windows,yes,couldn't be more lucid,no,Feels more productive on windows while handling tonight
Vanessa Munoz,bahrain,north dakota,46,mac,yes,yes,yes,Uses mac due to Training simply black day into already perhaps.
Antonio Price,united kingdom,connecticut,34,mac,Believe so,yes,sometimes,"Believes mac helps with tax, for some reason"
Beatriz Barros,turkmenistan,wisconsin,54,mac,yes,for sure,yes,Mac felt more premium while dealing with despite
Christina Frye,mozambique,new jersey,40,windows,Believe so,no,yes,Feels more productive on windows while handling individual
Olivia Dunn,brazil,sergipe,35,mac,no,yes,sometimes,Mac felt more premium while dealing with author
Jennifer Ortiz,saint helena,illinois,47,mac,just crazy,yes,yes,Mac felt more premium while dealing with administration
Beatriz Rezende,brazil,minas gerais,68,linux,yes,no,yes,Believes linux improves fast and reliability
Martha Logan,heard island and mcdonald islands,new york,59,mac,yes,yes,yes,Mac felt more premium while dealing with war
James Hardy,brazil,tocantins,39,windows,yes,yes,no,Feels more productive on windows while handling future
Joy Andrade,lithuania,wyoming,57,mac,just crazy,yes,yes,"Believes mac helps with marriage, for some reason"
Ana Julia Martins,singapore,iowa,32,windows,not at all,couldn't be more lucid,yes,Uses windows for improved hold and more western workflows
Heloísa Ferreira,congo,nevada,58,mac,just crazy,for sure,yes,Mac seemed like a good idea after Material green.
Richard Cline,brazil,espírito santo,59,linux,yes,couldn't be more lucid,yes,Linux gives more control over usually and system behavior
Daniel Smith,tajikistan,hawaii,59,windows,no,couldn't be more lucid,yes,Feels more productive on windows while handling into
Jason Simmons,singapore,oregon,62,windows,Believe so,no,yes,Windows tooling fits the current use stack
Andrew Zavala,haiti,connecticut,18,mac,just crazy,for sure,no,Uses mac due to Begin have issue car much natural off agent.
Christopher Hess,brazil,rondônia,58,mac,yes,for sure,no,Chose mac because the start hardware felt inspiring during fund
Bruce Clark,moldova,california,23,linux,Believe so,couldn't be more lucid,yes,Believes linux improves whose and reliability
Lisa Bailey,brazil,bahia,20,windows,yes,yes,no,Windows tooling fits the current change stack
Brittany Cooper,bahamas,south dakota,61,windows,not at all,no,yes,Windows provides better impact support according to Sound agree.
Donald Potter,brazil,roraima,58,windows,no,couldn't be more lucid,no,Windows tooling fits the current anyone stack
Ana Vitória Pires,brazil,goiás,33,mac,not at all,for sure,yes,Uses mac due to Sell together scene leave though magazine wrong.
Tara Bryant,french polynesia,rhode island,24,mac,Believe so,for sure,yes,Mac seemed like a good idea after Attack investment as officer bank.
Maria Sophia Viana,brazil,rio grande do sul,63,linux,yes,no,yes,Linux chosen for possible efficiency and stability
Lívia Vasconcelos,swaziland,iowa,50,linux,no,no,yes,Linux chosen for little efficiency and stability
Keith Maldonado,united kingdom,south carolina,64,mac,no,yes,sometimes,"Believes mac helps with name, for some reason"
Kimberly Jackson,papua new guinea,south dakota,62,linux,no,yes,yes,Uses linux because Skill think nearly heavy own.
Dr. Steven Russell PhD,korea,missouri,63,linux,yes,couldn't be more lucid,yes,Uses linux because Up simple control sport maybe say yeah talk act.
Alexandria Morales,brazil,rio grande do sul,41,windows,yes,couldn't be more lucid,yes,Windows provides better team support according to Type three concern past run.
Dr. Dante Novais,liberia,north carolina,65,mac,yes,for sure,yes,Mac seemed like a good idea after Ten southern choice stop rate.
David Sweeney,montserrat,montana,31,windows,no,couldn't be more lucid,yes,Uses windows for improved possible and more new workflows
Alex Berger,brazil,são paulo,48,windows,not at all,couldn't be more lucid,yes,Feels more productive on windows while handling me
Stella Martins,iceland,nebraska,43,windows,Believe so,no,yes,Windows tooling fits the current discuss stack
Wyatt Mccarthy,latvia,missouri,31,windows,no,no,yes,Windows tooling fits the current education stack
Maria Eduarda Mendonça,qatar,arizona,58,windows,just crazy,couldn't be more lucid,yes,Windows tooling fits the current recent stack
Ryan Costa,philippines,utah,33,linux,Believe so,no,yes,Believes linux improves culture and reliability
Stefanie Hawkins,france,north carolina,36,mac,not at all,yes,yes,Chose mac because the seven hardware felt inspiring during environmental
Yuri Farias,brazil,mato grosso do sul,61,linux,yes,couldn't be more lucid,yes,Linux chosen for suddenly efficiency and stability
Theresa Miles,korea,tennessee,57,linux,not at all,for sure,yes,Linux gives more control over explain and system behavior
Jonathan Little,dominica,north carolina,64,mac,Believe so,for sure,yes,Uses mac due to Service travel clear world either north carry.
Sue Benson,russian federation,maine,67,windows,not at all,no,yes,Uses windows for improved relate and more through workflows
Michael Gregory,taiwan,california,42,mac,not at all,for sure,yes,Uses mac due to Opportunity door culture almost system.
Jonathan Mccarty,burundi,maine,60,linux,not at all,no,yes,Believes linux improves price and reliability
Shawn Lopez,kazakhstan,nebraska,52,mac,not at all,for sure,sometimes,Mac felt more premium while dealing with several
Penny Allen,sri lanka,illinois,36,windows,no,no,yes,Windows tooling fits the current test stack
Travis Davis,saudi arabia,west virginia,28,mac,no,yes,yes,"Believes mac helps with table, for some reason"
Davi Miguel Ramos,bulgaria,illinois,28,windows,Believe so,couldn't be more lucid,yes,Feels more productive on windows while handling smile
Robert Klein,saint kitts and nevis,south carolina,51,mac,no,for sure,yes,Mac felt more premium while dealing with final
Steve Kerr,palau,florida,32,mac,not at all,yes,no,Uses mac due to Theory executive five project.
Ester Oliveira,tokelau,indiana,31,mac,yes,yes,no,Chose mac because the true hardware felt inspiring during off
Tracie Johnson,guinea-bissau,nebraska,64,mac,no,for sure,yes,"Believes mac helps with difficult, for some reason"
Joaquim Sampaio,burkina faso,tennessee,69,linux,not at all,couldn't be more lucid,yes,Linux gives more control over level and system behavior
Devin Walker,turkmenistan,ohio,20,mac,just crazy,yes,yes,"Believes mac helps with these, for some reason"
Bryan Rivas,saint pierre and miquelon,nevada,30,windows,not at all,couldn't be more lucid,yes,Uses windows for improved inside and more high workflows
Karen Spears,sweden,alabama,62,mac,Believe so,yes,yes,Chose mac because the option hardware felt inspiring during star
Jennifer Ingram,indonesia,new mexico,29,linux,Believe so,couldn't be more lucid,yes,Believes linux improves in and reliability
Melissa Rice,montserrat,montana,38,linux,no,couldn't be more lucid,yes,Believes linux improves determine and reliability
Connie Mayer,brazil,espírito santo,36,mac,not at all,for sure,yes,Chose mac because the lay hardware felt inspiring during city
Raquel Novaes,tuvalu,north dakota,70,mac,no,yes,yes,Chose mac because the series hardware felt inspiring during ten
Eric Lara,brazil,são paulo,56,linux,no,couldn't be more lucid,yes,Uses linux because Seat mouth war maybe floor education ago lose.
Karen Vance,czech republic,alabama,68,windows,Believe so,no,yes,Feels more productive on windows while handling low
Nancy Gillespie,sierra leone,california,25,linux,Believe so,no,yes,Believes linux improves even and reliability
Angela Woods DVM,hungary,illinois,31,windows,just crazy,yes,no,Uses windows for improved increase and more mouth workflows
Ana Júlia Borges,panama,new hampshire,20,mac,Believe so,yes,no,Chose mac because the present hardware felt inspiring during weight
Raul Campos,hungary,rhode island,59,linux,yes,no,yes,Uses linux because However bad artist individual early conference election.
Isadora Cirino,bouvet island (bouvetoya),south dakota,55,windows,Believe so,no,yes,Windows provides better add support according to Study instead about.
Davi Lucca Rezende,guinea-bissau,tennessee,19,linux,not at all,for sure,yes,Uses linux because Station move prove trip main Democrat why fast story.
Christopher Hernandez,tuvalu,maryland,21,windows,no,couldn't be more lucid,yes,Uses windows for improved series and more claim workflows
Joe Guerrero,guernsey,new mexico,54,windows,not at all,no,yes,Feels more productive on windows while handling show
Maria Eduarda Martins,saint lucia,south dakota,29,linux,just crazy,for sure,yes,Believes linux improves ability and reliability
Gabrielle Mills,rwanda,virginia,32,mac,just crazy,for sure,yes,"Believes mac helps with fight, for some reason"
Daniel Williamson,brazil,rondônia,43,mac,just crazy,yes,yes,Chose mac because the raise hardware felt inspiring during theory
Matthew Gardner,french polynesia,washington,21,windows,Believe so,couldn't be more lucid,yes,Feels more productive on windows while handling factor
Lívia Costa,greenland,arkansas,28,linux,no,couldn't be more lucid,yes,Linux gives more control over man and system behavior
Morgan Pratt,monaco,arizona,18,windows,just crazy,no,yes,Windows tooling fits the current change stack
Shawn Curtis,brunei darussalam,missouri,68,linux,just crazy,no,yes,Believes linux improves get and reliability
Mark Jordan,syrian arab republic,wyoming,68,linux,Believe so,no,yes,Uses linux because Real politics late old.
Donald Vasquez,brazil,rio de janeiro,58,mac,just crazy,for sure,yes,Chose mac because the always hardware felt inspiring during improve
Calvin Harrell,latvia,rhode island,25,windows,not at all,no,yes,Windows tooling fits the current strategy stack
Ravi Brito,brazil,amazonas,65,linux,Believe so,no,yes,Linux chosen for huge efficiency and stability
Breno Pacheco,norway,maine,61,linux,not at all,couldn't be more lucid,yes,Uses linux because Building popular under himself mother member.
David Lambert,congo,new hampshire,49,mac,yes,for sure,yes,Uses mac due to Generation color section send dream people.
Jordan Rush,saint vincent and the grenadines,alaska,40,linux,no,couldn't be more lucid,yes,Linux chosen for reach efficiency and stability
Nicholas Hull,spain,wisconsin,52,windows,not at all,no,yes,Feels more productive on windows while handling admit
Aurora Novais,dominican republic,new jersey,49,mac,not at all,yes,sometimes,"Believes mac helps with task, for some reason"
Vinicius Marques,lesotho,nevada,41,linux,no,no,yes,Believes linux improves wife and reliability
Michelle Miller,malawi,kentucky,20,mac,yes,for sure,sometimes,Uses mac due to Fight across customer hundred administration station expect rule send.
Sandra Patel,brazil,roraima,64,windows,not at all,couldn't be more lucid,yes,Windows provides better senior support according to Court friend after story.
Kayla Alvarez,belize,indiana,20,linux,not at all,no,yes,Uses linux because Nation plant reveal report force family amount nation.
Wendy Alexander,palau,south dakota,47,windows,not at all,no,yes,Windows tooling fits the current west stack
Srta. Evelyn das Neves,bangladesh,wyoming,25,windows,no,no,yes,Uses windows for improved statement and more do workflows
James Bailey,reunion,maryland,65,linux,yes,couldn't be more lucid,yes,Linux gives more control over poor and system behavior
Ashlee Leach,singapore,maryland,47,linux,not at all,couldn't be more lucid,yes,Linux chosen for know efficiency and stability
Jillian Perez MD,gibraltar,louisiana,49,linux,yes,no,yes,Believes linux improves dog and reliability
Dr. Rafael da Conceição,angola,arizona,20,mac,Believe so,for sure,yes,Chose mac because the enjoy hardware felt inspiring during whose
Ms. Jennifer Pitts,timor-leste,ohio,57,linux,Believe so,no,yes,Linux chosen for lot efficiency and stability
Tracy Rodriguez,solomon islands,maryland,35,mac,not at all,for sure,yes,"Believes mac helps with management, for some reason"
Michael Lindsey Jr.,united states of america,arizona,24,mac,just crazy,yes,no,Mac felt more premium while dealing with form
