name,country,state,age,os,is_rich,is_insane,is_nice,reason
Ana Julia Cirino,georgia,washington,39,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
Stephanie Morrison,wallis and futuna,wisconsin,21,mac,no,yes,no,People say it's awesome so I bought it and I like apples
Gabriel Porter,palestinian territory,north dakota,30,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Leonard Johnson,kiribati,louisiana,57,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Patrick Estrada,brazil,piauí,21,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Davi Miguel Pastor,brazil,pernambuco,46,mac,Believe so,yes,no,People say it's awesome so I bought it and I like apples
Sue Dougherty,lebanon,michigan,25,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Ana Carolina da Conceição,finland,west virginia,35,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Theodoro Barros,tajikistan,arizona,55,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Andrew Garcia,dominican republic,texas,25,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
Edward Deleon,brazil,são paulo,44,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Randy Stone,gambia,alabama,58,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Eloah Montenegro,switzerland,new jersey,25,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
James Johnson,netherlands,alabama,64,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
Jack Crawford,martinique,kansas,60,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
Allana Fogaça,ethiopia,arkansas,37,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
James Lambert,korea,arkansas,35,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Luiz Gustavo Garcia,brazil,rio de janeiro,44,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Isabela Azevedo,kyrgyz republic,indiana,24,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Christopher Dunn,malawi,south dakota,57,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Lori Conley,zambia,washington,52,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Michael Doyle,chile,georgia,24,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Jasmine Jones,netherlands,virginia,58,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Keith Benson,malawi,oklahoma,48,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Andrew Williams,turkey,pennsylvania,69,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Nicholas Jackson,slovakia (slovak republic),indiana,64,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Richard Stewart,tunisia,new hampshire,67,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Christopher Alexander,montenegro,kansas,50,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Kimberly Ferguson,brazil,distrito federal,29,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Jerry Morse,brazil,mato grosso do sul,45,mac,yes,yes,no,People say it's awesome so I bought it and I like apples
Mindy Snyder,czech republic,west virginia,18,mac,Believe so,yes,sometimes,People say it's awesome so I bought it and I like apples
Rodney Hall,british virgin islands,mississippi,62,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Jennifer Carroll,norway,georgia,47,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Emilly da Rosa,turks and caicos islands,wyoming,67,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Vicki Johnson,holy see (vatican city state),alaska,20,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
João Sales,brazil,mato grosso do sul,34,mac,just crazy,yes,no,People say it's awesome so I bought it and I like apples
Lucas Munoz DVM,el salvador,iowa,23,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Michael Campbell,estonia,rhode island,42,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Ana Novaes,algeria,oregon,19,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Samantha Chan,brazil,maranhão,20,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Liam Rezende,brazil,santa catarina,53,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Nicole Grant,kyrgyz republic,michigan,57,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Samuel Orr,saint martin,alaska,44,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Kaique Gonçalves,bhutan,maine,21,mac,Believe so,yes,sometimes,People say it's awesome so I bought it and I like apples
Kelli Young,liechtenstein,washington,56,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Crystal Mercado,moldova,massachusetts,66,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Katherine Allen,comoros,maryland,51,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Sr. Rhavi Albuquerque,brazil,amazonas,62,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Rhavi Fernandes,turkey,tennessee,54,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Randy Martinez,uruguay,vermont,60,mac,not at all,yes,no,People say it's awesome so I bought it and I like apples
John Gomez,puerto rico,idaho,40,mac,no,yes,no,People say it's awesome so I bought it and I like apples
Justin Hernandez,kiribati,indiana,61,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Lívia Barros,samoa,texas,34,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Peter Elliott,ethiopia,florida,48,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Aaron White,cambodia,nevada,43,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Crystal Christensen,mozambique,delaware,23,mac,no,yes,sometimes,People say it's awesome so I bought it and I like apples
Ana Julia Jesus,paraguay,vermont,70,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Christina Patton,reunion,georgia,26,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Jennifer Young,brazil,ceará,31,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Shane Conner,brazil,paraíba,57,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Dustin Pugh,ghana,washington,27,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Kevin Johnson,cocos (keeling) islands,new mexico,28,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Jonathan Barber,brazil,pará,35,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Amy Waller,turkmenistan,louisiana,48,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Amy Williams,mauritius,alabama,70,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Angela White,egypt,california,32,mac,not at all,for sure,no,People say it's awesome so I bought it and I like apples
Deborah Horton,cote d'ivoire,missouri,21,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Daniel Christensen,british virgin islands,new hampshire,39,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Kaitlyn Campbell,seychelles,kansas,30,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Katrina Mckinney,guinea,north dakota,20,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Kathleen Robinson,azerbaijan,north dakota,58,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Christine Woods,algeria,new york,42,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
William Cox,cocos (keeling) islands,new mexico,20,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Andrea Romero,brazil,espírito santo,58,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Melissa Schneider,brazil,rio grande do norte,47,mac,not at all,yes,sometimes,People say it's awesome so I bought it and I like apples
Jessica Smith,falkland islands (malvinas),north dakota,49,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Jim Rice,brazil,pará,30,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Calvin Villarreal,saint pierre and miquelon,oregon,70,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Alice Vargas,brazil,santa catarina,34,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
Alexandre Costa,ukraine,hawaii,21,mac,no,yes,sometimes,People say it's awesome so I bought it and I like apples
Cheyenne Lewis,bosnia and herzegovina,wisconsin,55,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Matthew Snyder,benin,north carolina,40,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Jacqueline Anderson,brazil,espírito santo,52,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Luiz Gustavo Dias,slovenia,south carolina,31,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Marc Tanner,brazil,rio grande do sul,57,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Lee Cohen,new zealand,delaware,41,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Brian Medina,finland,west virginia,52,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Levi Sales,brazil,maranhão,39,mac,yes,for sure,no,People say it's awesome so I bought it and I like apples
William James,brazil,minas gerais,33,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Amy Lawrence,brazil,pernambuco,49,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Richard Tyler,liberia,north carolina,58,mac,just crazy,yes,no,People say it's awesome so I bought it and I like apples
Bento da Conceição,french southern territories,connecticut,61,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Pamela Mitchell,ukraine,north dakota,36,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Gregory Martinez,romania,new hampshire,22,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Emily Carter,czech republic,maine,55,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Luana Viana,haiti,oklahoma,39,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Brittany Williams,senegal,alabama,54,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Gustavo Henrique Pacheco,brazil,amazonas,21,mac,not at all,yes,no,People say it's awesome so I bought it and I like apples
Rhavi da Cunha,slovenia,alaska,69,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Susan Rodriguez,cyprus,montana,23,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Dr. Enzo Gabriel Jesus,nigeria,north dakota,70,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Cindy Zamora,british indian ocean territory (chagos archipelago),florida,59,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
Steve Curtis,cote d'ivoire,ohio,23,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
David Carson,bahamas,georgia,49,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Paula Mack,malawi,kansas,61,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Antonella Nunes,liberia,tennessee,27,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Angela Holmes,saint martin,delaware,54,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Destiny Bush,holy see (vatican city state),wisconsin,63,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Christopher Mccarthy,brazil,distrito federal,50,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Joseph Phillips,gibraltar,wyoming,32,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Lunna Alves,brazil,tocantins,54,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Lori Wright,congo,pennsylvania,67,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Guilherme da Paz,france,oklahoma,25,mac,yes,yes,no,People say it's awesome so I bought it and I like apples
Kristen Smith,mauritania,new mexico,35,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Becky Hanson,mongolia,colorado,47,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Mark Dunn,syrian arab republic,oregon,46,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Michaela Carter,thailand,indiana,46,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Crystal Lawrence,afghanistan,ohio,55,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Arthur Miguel Sá,uzbekistan,montana,23,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
Júlia da Luz,antarctica (the territory south of 60 deg s),new jersey,66,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Isaac Callahan,tunisia,north dakota,46,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Carlos Eduardo Novais,brazil,amapá,48,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Sra. Ana Carolina Moreira,trinidad and tobago,iowa,62,mac,not at all,yes,sometimes,People say it's awesome so I bought it and I like apples
Ruben Alvarez,romania,arkansas,19,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Cody King,sao tome and principe,vermont,50,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Brett Jackson,brazil,distrito federal,29,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Katherine James,brazil,bahia,49,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
Cameron Hopkins,mauritania,alabama,51,mac,no,yes,sometimes,People say it's awesome so I bought it and I like apples
Patricia Lee,brazil,paraíba,55,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Gregory Gordon,dominica,alaska,54,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Srta. Maria Vitória Caldeira,burkina faso,maine,66,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Lauren Mcdonald,faroe islands,alabama,50,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Katrina Martin,turkey,arkansas,57,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Melissa Brandt,brazil,acre,54,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Dr. Danilo da Rosa,solomon islands,new mexico,39,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Brooke Perry,cambodia,nebraska,42,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Ernest Maynard,palestinian territory,west virginia,59,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Paula Dean,finland,idaho,19,mac,yes,yes,sometimes,People say it's awesome so I bought it and I like apples
Daniel Moore,norway,massachusetts,68,mac,Believe so,yes,no,People say it's awesome so I bought it and I like apples
Linda Cook,brazil,amapá,38,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Davi Miguel Macedo,liberia,ohio,51,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Yuri Pinto,brazil,rio de janeiro,19,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Paul Miranda,new caledonia,arizona,47,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Yvonne Garcia,brazil,ceará,50,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Ryan Peters,brazil,bahia,33,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Victoria White,brazil,goiás,36,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Julie Brown,nicaragua,california,60,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Jeffrey Walton,italy,west virginia,47,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Shari Oliver,tonga,maryland,28,mac,just crazy,yes,no,People say it's awesome so I bought it and I like apples
Luara Barbosa,timor-leste,maine,45,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Joseph Martin,brazil,distrito federal,26,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Andrew Soto,zimbabwe,alabama,52,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Sra. Ana Beatriz Moraes,brazil,goiás,60,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Eric Ramos,mongolia,vermont,54,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Anna Liz Nogueira,bahrain,louisiana,64,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Debra Brady,british indian ocean territory (chagos archipelago),georgia,60,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Matthew Wilkinson MD,dominica,georgia,44,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Melissa Macedo,denmark,colorado,20,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Samantha Miller,ireland,south dakota,51,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Valerie Nguyen,mali,missouri,54,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Zachary Jones,greece,maine,62,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Joe Jacobs,mayotte,oklahoma,50,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Arthur Miguel Barbosa,brazil,rio grande do norte,47,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Erika Esparza,qatar,arkansas,51,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Sarah Montenegro,brazil,rio grande do sul,46,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Daniel Foley,new zealand,louisiana,46,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Holly Klein,brazil,espírito santo,20,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Henry Gabriel da Cruz,syrian arab republic,virginia,39,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Bella Caldeira,japan,new jersey,45,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
Mrs. Kimberly Martinez,estonia,new hampshire,26,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Kelly Anderson,kiribati,colorado,27,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Ryan Phillips,brazil,tocantins,57,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Sra. Ana Carolina Costela,cambodia,missouri,50,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Marissa Riley,brazil,minas gerais,54,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Raymond Hanna,brazil,piauí,26,mac,not at all,for sure,no,People say it's awesome so I bought it and I like apples
Jose Harris,brazil,ceará,20,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Benjamin Cervantes,falkland islands (malvinas),nebraska,20,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Liz da Mota,syrian arab republic,rhode island,67,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Cauê Alves,brazil,paraíba,41,mac,not at all,yes,no,People say it's awesome so I bought it and I like apples
Margaret Brown,sudan,south dakota,27,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Amanda Machado,hong kong,new york,27,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Kevin Conner,brazil,amazonas,20,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Meghan Delacruz,turks and caicos islands,hawaii,40,mac,Believe so,yes,no,People say it's awesome so I bought it and I like apples
Sean Evans,brazil,ceará,21,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Ariel Guerrero,norfolk island,nebraska,40,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Donald Jones,brazil,paraíba,57,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Guilherme Pastor,brazil,rio grande do sul,22,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
David Phillips,united states minor outlying islands,colorado,39,mac,yes,for sure,no,People say it's awesome so I bought it and I like apples
Hadassa Dias,lebanon,virginia,34,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Mary Burns,saint martin,new mexico,55,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Vitor Gabriel Pimenta,botswana,minnesota,62,mac,no,for sure,sometimes,People say it's awesome so I bought it and I like apples
Dennis Francis,solomon islands,wyoming,42,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Jacob Rush,romania,maryland,27,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Jacob Miller,brazil,amazonas,28,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Arthur Miguel Cirino,french southern territories,ohio,65,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Ravi Lucca Vargas,brazil,paraná,62,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Otávio da Conceição,bouvet island (bouvetoya),west virginia,36,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
John Henry,poland,oregon,38,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Kelly Weaver,mexico,delaware,31,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Samantha Reyes,niue,new mexico,62,mac,just crazy,yes,no,People say it's awesome so I bought it and I like apples
Evelyn Nunes,brazil,maranhão,68,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Jodi Campbell,venezuela,delaware,45,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Alice Moura,chile,kansas,25,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Heloísa Leão,brazil,sergipe,61,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Manuella Pereira,haiti,rhode island,18,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Vinícius Guerra,brazil,paraíba,34,mac,just crazy,for sure,sometimes,People say it's awesome so I bought it and I like apples
Henry Peixoto,papua new guinea,connecticut,64,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Charlene Little,turkey,wisconsin,53,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Tracy Johnson,dominica,ohio,20,mac,not at all,yes,sometimes,People say it's awesome so I bought it and I like apples
Jason Coleman,lithuania,wisconsin,63,mac,Believe so,yes,sometimes,People say it's awesome so I bought it and I like apples
Jennifer Tran,brazil,rio grande do sul,57,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Bianca Rios,korea,alaska,56,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Melina Cirino,belgium,ohio,65,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
Felicia Johnson,united states of america,south carolina,30,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Thomas Jackson,burkina faso,new hampshire,24,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
Sharon Roth,armenia,massachusetts,62,mac,not at all,yes,sometimes,People say it's awesome so I bought it and I like apples
Troy Miles,brazil,pernambuco,67,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
David Riddle,ireland,rhode island,67,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
João Costela,brazil,amazonas,57,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
Liam Viana,germany,new mexico,48,mac,Believe so,for sure,sometimes,People say it's awesome so I bought it and I like apples
George Gallegos,belize,new hampshire,31,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Mariana Duarte,estonia,massachusetts,36,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Christopher Hoffman,israel,new jersey,33,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Eric Hayes,brazil,paraíba,65,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Jason Baker,brazil,minas gerais,32,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
Sra. Daniela Ribeiro,malawi,vermont,46,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Austin Powell,somalia,kansas,65,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Dr. Henrique Câmara,thailand,iowa,42,mac,not at all,yes,no,People say it's awesome so I bought it and I like apples
Nina Fogaça,brazil,ceará,55,mac,yes,yes,no,People say it's awesome so I bought it and I like apples
Luiza Barros,brazil,bahia,57,mac,not at all,for sure,sometimes,People say it's awesome so I bought it and I like apples
Isabela Leão,czech republic,rhode island,41,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Sr. Thomas Ribeiro,cape verde,kentucky,59,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
Dra. Eduarda Costa,mayotte,louisiana,30,mac,just crazy,yes,sometimes,People say it's awesome so I bought it and I like apples
Miguel Correia,brazil,alagoas,69,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Sr. João Felipe Gomes,honduras,colorado,56,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Zachary Nash,puerto rico,south carolina,36,mac,just crazy,for sure,no,People say it's awesome so I bought it and I like apples
Dr. Cauã da Cunha,brazil,minas gerais,62,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Maria Clara da Cunha,jordan,indiana,41,mac,not at all,yes,yes,People say it's awesome so I bought it and I like apples
Lindsay Martinez,tunisia,vermont,48,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Virginia Scott,niger,georgia,49,mac,Believe so,for sure,no,People say it's awesome so I bought it and I like apples
Kendra Richards,japan,south dakota,40,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Igor Vargas,argentina,tennessee,37,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Timothy Smith,brazil,rio grande do sul,34,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Ana Luiza Caldeira,brazil,pará,28,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Tammy Davidson,cook islands,new york,18,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
William Espinoza,mali,texas,43,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Brandy Brown,bosnia and herzegovina,georgia,29,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Joseph Ruiz,estonia,wyoming,52,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Stephen Miller,brazil,roraima,18,mac,no,yes,no,People say it's awesome so I bought it and I like apples
Todd Burch,guernsey,georgia,38,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Rebeca Oliveira,cocos (keeling) islands,utah,37,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Lucca Cirino,taiwan,louisiana,26,mac,not at all,yes,sometimes,People say it's awesome so I bought it and I like apples
Sarah Phillips,brazil,mato grosso do sul,49,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Lívia Pinto,malawi,missouri,18,mac,yes,yes,yes,People say it's awesome so I bought it and I like apples
Diane Collins,brazil,amapá,42,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Laura Rhodes,burkina faso,utah,65,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
Joseph Sanders,brazil,acre,49,mac,yes,for sure,yes,People say it's awesome so I bought it and I like apples
José Oliveira,jersey,florida,32,mac,not at all,for sure,yes,People say it's awesome so I bought it and I like apples
Helena Araújo,sudan,new hampshire,46,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
James Hall,brazil,acre,46,mac,Believe so,yes,yes,People say it's awesome so I bought it and I like apples
James Smith,brazil,amapá,62,mac,just crazy,for sure,yes,People say it's awesome so I bought it and I like apples
Dr. Calebe Barros,czech republic,indiana,25,mac,just crazy,yes,yes,People say it's awesome so I bought it and I like apples
Benicio Ramos,suriname,tennessee,64,mac,no,for sure,yes,People say it's awesome so I bought it and I like apples
Pedro Miguel Castro,brazil,paraná,58,mac,Believe so,for sure,yes,People say it's awesome so I bought it and I like apples
Stephanie Kelly,congo,nebraska,23,mac,no,yes,yes,People say it's awesome so I bought it and I like apples
Sra. Laura Andrade,el salvador,virginia,39,mac,no,for sure,no,People say it's awesome so I bought it and I like apples
